PLAYER,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFG%,TS%
Kurt Thomas,"1,110",24.5,8.1,3.5,7.1,48.6,0,0,28.1,1.2,1.5,76,1.7,4.9,6.6,1.1,0.7,0.8,1.1,48.7,51.9
Al Bianchi,687,19.9,8.1,3.2,8.6,37.4,-,-,-,1.6,2.3,70.7,-,-,2.5,2.2,-,-,-,37.4,41.9
Terry Dehere,402,18.2,8,2.7,6.5,41.1,0.8,2.2,37.8,1.8,2.4,77.9,0.4,1.1,1.5,2.6,0.5,0.1,1.5,47.3,53
Wayne Ellington,770,20.9,8,2.9,7.1,41,1.6,4.1,38.2,0.7,0.8,84.3,0.3,1.8,2.1,1.1,0.5,0.1,0.7,52.2,54.2
Billy McKinney,476,19.3,8,3.3,6.6,49.3,0,0.1,6.3,1.5,1.8,82,0.3,1.1,1.4,3.5,0.7,0.1,1.3,49.3,54.1
Dick McGuire,738,28.3,8,2.8,7.1,38.9,-,-,-,2.5,3.8,64.4,-,-,4.2,5.7,-,-,-,38.9,45.5
Jim Krebs,515,20.7,8,3.3,8.1,40.5,-,-,-,1.4,1.9,75.5,-,-,6.2,0.8,-,-,-,40.5,44.7
Justin Holiday,680,23.1,8,2.8,7,40,1.6,4.4,36.5,0.8,1,81.7,0.3,2.3,2.7,1.4,0.9,0.4,0.8,51.3,53.7
Glen Davis,514,21.1,8,3.1,7,44.7,0,0.1,18.2,1.7,2.4,70,1.4,2.9,4.4,0.9,0.7,0.3,1,44.8,49.4
Stacey Augmon,"1,001",21.6,8,3,6.5,46.9,0,0.1,15.2,1.9,2.6,72.8,1.3,1.9,3.2,1.6,1,0.3,1.2,47,52.4
Mike Dunleavy,438,19.2,8,3,6.4,46.7,0.3,1,33.9,1.7,2.1,81,0.3,1.2,1.6,3.9,0.8,0.1,1.8,49.2,54.5
Vladimir Radmanovic,737,21.9,8,2.9,7,41.5,1.3,3.5,37.8,0.8,1.1,75.8,0.9,2.9,3.8,1.4,0.7,0.4,1.1,50.9,53.1
Chuck Noble,411,22.4,8,3.3,9.6,34.6,-,-,-,1.3,1.8,73.1,-,-,2.6,3.3,-,-,-,34.6,38.4
Mike Sanders,648,19.1,8,3.3,6.9,48.2,0,0.1,22.1,1.2,1.6,76.9,1,1.9,3,1.4,0.7,0.3,1.1,48.4,52
Dale Davis,"1,094",27.1,8,3.3,6.2,53,0,0,0,1.4,2.5,56.2,3,4.8,7.9,0.9,0.6,1.2,1,53,54.6
Lorenzen Wright,778,23.8,8,3.3,7.2,45.9,0,0,6.9,1.4,2.1,64.5,2.2,4.2,6.4,0.8,0.6,0.7,1.1,45.9,49.1
Kenny Gattison,494,20.1,7.9,3.1,6,52,0,0,8.3,1.7,2.6,64.9,1.5,3.2,4.7,0.9,0.6,0.7,1.2,52,55.5
Marreese Speights,705,15.1,7.9,3.1,6.7,45.9,0.3,0.9,35.6,1.4,1.8,79.7,1.3,2.7,4.1,0.7,0.3,0.5,0.9,48.4,52.7
E'Twaun Moore,598,21,7.9,3.2,7.1,45.5,0.9,2.4,38.8,0.6,0.8,74.2,0.5,1.5,2,1.8,0.7,0.2,0.9,52.1,53.5
Cody Zeller,552,20.9,7.9,3,5.7,52,0.1,0.3,22,1.9,2.6,72.7,1.9,3.7,5.7,1.3,0.6,0.6,1,52.5,57.5
LaSalle Thompson,985,21.6,7.9,3.2,6.5,49.2,0,0,15.4,1.6,2.1,73.7,2.2,4.6,6.8,1.2,0.8,1,1.7,49.2,53.5
Bryon Russell,841,23.6,7.9,2.7,6.3,43.1,0.8,2.2,36.9,1.7,2.3,75,0.9,2.6,3.5,1.3,1,0.2,1,49.6,54.5
Gary Grant,552,22.8,7.9,3.4,7.5,45,0.2,0.6,27.8,1,1.3,77.6,0.6,1.7,2.3,5.5,1.5,0.1,2.3,46.2,49.1
Cameron Payne,405,17.9,7.9,3,7.1,42.2,1.1,3,36.9,0.8,0.9,82.5,0.3,1.8,2.1,3.3,0.6,0.2,1.2,50.1,52.4
Allan Bristow,648,20.5,7.9,3.1,6.6,46,0,0.1,28.6,1.8,2.2,79.8,1.4,2.7,4,3.2,0.8,0.1,1.8,46.2,51.9
Wayne Cooper,984,20.6,7.9,3.3,7.2,45.7,0,0,14.6,1.3,1.8,73.6,2.2,4,6.2,0.9,0.3,1.6,1.2,45.7,49.4
Jordan Hill,409,18.8,7.9,3.3,6.7,49.7,0,0.1,13.6,1.3,1.8,69.9,2.1,3.7,5.8,0.8,0.4,0.7,1,49.7,52.9
Omri Casspi,588,20.3,7.9,2.9,6.4,45.4,0.8,2.3,36.8,1.2,1.8,67.8,0.8,3.2,4,1.1,0.6,0.2,1,52,54.7
Marquis Daniels,548,21.4,7.9,3.2,7.2,45.1,0.2,0.8,23.5,1.2,1.7,72.1,1,1.9,2.8,1.8,0.9,0.3,1.2,46.4,49.7
Jeff Wilkins,454,22,7.9,3.3,7.2,45.9,0,0,0,1.3,1.7,74.3,1.3,4.4,5.7,1,0.4,0.5,1.4,45.9,49.5
Francisco Garcia,549,21.6,7.9,2.8,6.7,42.7,1.1,3,35.7,1.1,1.4,79.9,0.5,2,2.6,1.4,0.8,0.7,1,50.7,54.1
Leon Douglas,456,22.2,7.9,3,6.1,49.5,0,0,0,1.8,3,60.1,2.3,4.2,6.5,1.1,0.5,0.7,1.8,49.5,52.8
Wes Matthews,465,20,7.9,3.1,6.6,47.8,0.1,0.3,22.5,1.5,1.9,78.8,0.4,1,1.3,4.2,1,0.2,2.1,48.4,53
Chase Budinger,407,19.7,7.9,2.9,6.8,43,1,2.9,35.2,1,1.3,79.7,0.6,2.5,3,1.2,0.5,0.2,0.8,50.4,53.4
Ronnie Brewer,502,23,7.8,3.1,6.3,49,0.2,0.7,25.4,1.5,2.2,67.5,0.9,1.9,2.8,1.6,1.2,0.2,0.8,50.5,53.9
Fred Foster,523,17.4,7.8,3.3,7.9,41.4,-,-,-,1.3,1.8,72.7,0.7,0.9,2.4,1.1,0.3,0,-,41.4,45.2
Greg Smith,524,23.4,7.8,3.3,6.9,48.2,-,-,-,1.2,1.8,64.6,0.8,1.5,6.2,1.8,0.5,0.1,-,48.2,50.8
Alan Henderson,652,21.1,7.8,3,6.5,46.9,0,0,19.2,1.7,2.7,63.9,2.2,2.8,5,0.6,0.6,0.5,1.1,46.9,51
Olden Polynice,"1,058",23.5,7.8,3.4,6.7,50.5,0,0,19.2,1.1,2,53.5,2.6,4.1,6.7,0.7,0.5,0.6,1.1,50.6,51.8
Bill Calhoun,442,31.9,7.8,2.6,7.8,34.1,-,-,-,2.5,3.5,70.2,-,-,4,2.3,-,-,-,34.1,41.8
John Gianelli,541,25.2,7.8,3.3,7.1,47,0,0,0,1.1,1.6,70.2,2,4.2,5.9,1.5,0.5,1,1.5,47,50
Bimbo Coles,852,23.8,7.8,3,7,42.5,0.3,1.1,26.7,1.5,1.8,81.1,0.6,1.6,2.1,3.9,0.9,0.2,1.5,44.6,49.6
Johnny Egan,712,20.3,7.8,2.9,6.8,42.9,-,-,-,1.9,2.3,80.5,-,-,1.8,3,-,-,-,42.9,49.3
Rick Adelman,462,22.6,7.7,3,7.2,41.5,-,-,-,1.8,2.5,71.3,0.4,1.1,2.4,3.5,0.9,0.1,-,41.5,46.7
Jon Sundvold,502,17.6,7.7,3.3,7.3,45.2,0.5,1.1,39.2,0.7,0.9,84.9,0.3,0.8,1.1,2.9,0.4,0,1.1,48.3,50.7
Ollie Johnson,690,21.1,7.7,3.2,6.5,49.6,0,0,15,1.3,1.5,82.7,1,2.1,3.3,1.8,0.7,0.4,1.2,49.6,53.8
JaMychal Green,544,20.1,7.7,2.9,6.1,47.7,0.8,2.2,36.8,1.1,1.5,78.4,1.6,3.9,5.5,0.9,0.5,0.4,1,54.2,57.5
Clyde Lee,742,26.8,7.7,3,7,43.2,-,-,-,1.6,2.7,61.4,3,5.5,10.3,1.1,0.4,0.3,-,43.2,47
Trey Lyles,581,18.3,7.7,2.8,6.3,44.3,1,2.8,34.7,1.2,1.6,74.5,0.9,3.5,4.3,1.1,0.4,0.4,0.8,52.1,55.3
Dan Schayes,"1,138",19.3,7.7,2.6,5.5,48.1,0,0,13.3,2.4,3,80.6,1.6,3.4,5,1.1,0.5,0.7,1.4,48.1,56.6
Muggsy Bogues,889,28.6,7.7,3.2,7,45.8,0.1,0.4,27.8,1.2,1.4,82.7,0.6,2,2.6,7.6,1.5,0,1.6,46.7,50.6
Jordan Farmar,504,19.5,7.7,2.9,6.8,42.3,1.2,3.1,37.4,0.8,1,73.9,0.3,1.6,1.9,2.9,0.8,0.1,1.4,50.7,52.8
Davis Bertans,475,18,7.7,2.5,5.9,42.2,1.9,4.7,39.6,0.9,1,86.3,0.3,2.1,2.4,0.9,0.4,0.4,0.5,58,60.7
Tyrus Thomas,402,19.7,7.7,2.9,6.5,43.8,0,0.1,23.5,2,2.7,73.2,1.4,3.5,4.8,0.9,0.8,1.3,1.3,43.9,50
Samuel Dalembert,886,24.4,7.7,3.2,6.1,52.1,0,0,8.3,1.3,1.9,70.6,2.6,5.3,7.8,0.5,0.5,1.7,1.4,52.1,55.5
Mike Evans,591,16.7,7.7,3.1,6.9,45.2,0.4,1.3,30.7,1.1,1.3,80.7,0.3,1.1,1.4,2.6,0.7,0.1,1.4,48,51.4
Larry Nance Jr.,522,23.2,7.7,3.2,5.8,54,0.4,1.2,34.2,1,1.4,69.6,1.9,4.3,6.2,1.9,1.2,0.5,0.9,57.4,59.5
Bob Weiss,783,22.1,7.6,2.9,6.8,42.8,-,-,-,1.8,2.2,82.8,0.3,0.9,1.8,3.7,1,0.2,-,42.8,49.1
Craig Smith,403,16.9,7.6,3,5.5,55.3,0,0.1,3.7,1.6,2.4,66.1,1.3,2.5,3.9,0.8,0.5,0.2,1,55.3,58.5
Erwin Mueller,425,22.4,7.6,3,7.1,42.9,-,-,-,1.6,2.5,62.7,-,-,4.8,2,-,-,-,42.9,46.7
Shannon Brown,408,18,7.6,2.9,7,42,0.7,2,33.2,1.1,1.4,80.7,0.4,1.4,1.9,1.1,0.7,0.2,0.9,46.8,50.3
Rich Kelley,814,21.8,7.6,2.7,5.4,48.8,0,0,0,2.3,2.9,78.3,2.3,4.7,7,2.6,0.9,0.9,2.4,48.8,56.5
Ike Austin,432,19.3,7.6,3,6.7,44.6,0,0.1,17.6,1.6,2.4,67,1.4,3.3,4.7,1.2,0.5,0.5,1.6,44.8,49
John Henson,445,19.7,7.6,3.2,6,54,0,0.2,25,1.1,1.9,56.8,1.8,3.5,5.3,1.1,0.5,1.4,1.1,54.4,55.7
Nemanja Bjelica,449,20.4,7.6,2.8,6.1,46.6,1.1,2.9,38.4,0.8,1,75.9,1.1,3.5,4.6,1.8,0.6,0.4,1,55.6,57.8
JaVale McGee,909,16.1,7.6,3.3,5.6,57.8,0,0.1,19.2,1.1,1.8,60.4,1.8,3.2,5,0.4,0.4,1.4,1,58,59.3
Antonio Daniels,872,22.6,7.6,2.6,5.9,44.4,0.4,1.3,31.1,2,2.5,79.3,0.3,1.6,1.8,3.4,0.6,0.1,1.1,47.9,54.6
Travis Best,708,21.4,7.6,2.8,6.6,43.1,0.4,1.1,34.5,1.6,1.9,83.5,0.3,1.4,1.8,3.5,0.9,0.1,1.3,46,51.4
Mike Glenn,593,16.2,7.6,3.3,6.1,54.2,0,0,28.6,1,1.1,85.5,0.3,0.9,1.2,1.6,0.5,0.1,0.7,54.3,57.6
Rick Robey,493,17.9,7.6,3,6.1,50.1,0,0,12.5,1.5,2.3,65,1.7,3,4.7,1.2,0.4,0.2,1.6,50.1,53.4
Erick Strickland,501,20.3,7.5,2.7,6.8,39.2,0.8,2.3,35.1,1.4,1.7,82.6,0.4,2.2,2.6,2.4,0.8,0.1,1.3,45.1,50
Rasual Butler,809,21.3,7.5,2.8,7,40.3,1.1,3.1,36.2,0.7,1,74.7,0.4,2,2.4,0.8,0.4,0.5,0.7,48.3,50.5
Al-Farouq Aminu,711,24.9,7.5,2.7,6.5,42,0.8,2.3,33.2,1.3,1.7,74.6,1.4,4.6,6,1.2,1,0.6,1.2,47.8,51.7
James Johnson,774,20.1,7.5,3,6.3,47.4,0.5,1.6,30,1.1,1.6,67.8,0.8,2.7,3.5,2.1,0.8,0.8,1.3,51.3,53.8
Eric Piatkowski,789,18.5,7.5,2.6,6,43.4,1.1,2.7,39.9,1.2,1.5,83.9,0.6,1.5,2.2,1,0.5,0.1,0.8,52.6,56.7
Udonis Haslem,879,24.7,7.5,3,6.2,48.9,0,0.1,12.7,1.4,1.9,75.6,1.8,4.8,6.6,0.8,0.5,0.3,0.9,48.9,53.3
Chris Mihm,436,20.1,7.5,2.9,6.3,45.9,0,0,23.1,1.7,2.5,70.4,2,3.3,5.3,0.5,0.3,1,1.2,45.9,50.9
Sidney Green,679,19.5,7.5,2.9,6.5,45.4,0,0,3.7,1.6,2.2,73.8,1.9,4.2,6.1,0.9,0.5,0.3,1.5,45.5,50.4
Eddie House,717,17.3,7.5,2.9,7.1,40.9,1.1,2.9,39,0.5,0.6,85.1,0.2,1.5,1.7,1.6,0.7,0.1,0.8,49,50.8
Willie Norwood,430,17.1,7.5,2.8,5.8,48.8,-,-,-,1.8,2.6,69.7,1.4,2.1,3.7,0.8,0.8,0.1,1.6,48.8,53.8
T.J. McConnell,627,21.5,7.5,3.3,6.4,51.6,0.3,0.7,35,0.6,0.7,78.4,0.5,2.4,3,5.1,1.2,0.2,1.6,53.5,55.2
Fred Jones,430,24,7.5,2.5,6.2,41.1,0.8,2.3,35.3,1.6,2,80.9,0.4,1.9,2.2,2.3,0.8,0.3,1.2,47.6,53.1
Mike Gale,453,24.7,7.4,3.1,6.6,47.4,0,0.1,16,1.1,1.4,82.5,0.5,2,2.5,4.3,1.9,0.4,1.7,47.5,51.4
John Brown,486,20.8,7.4,2.8,6.1,45.3,0,0,0,1.9,2.4,78.3,1.7,2.7,4.4,1.4,0.5,0.2,1.3,45.3,51.7
Jeff Grayer,438,18.9,7.4,3.1,6.7,45.7,0.1,0.3,25.5,1.3,1.9,66.3,1.3,1.6,3,1.4,0.6,0.1,1.1,46.3,49.5
Randy Wittman,543,21.4,7.4,3.4,6.7,50.1,0,0.1,32.1,0.7,0.9,75.3,0.3,1.1,1.4,2.2,0.5,0.1,0.8,50.4,52.3
Clifford Ray,784,25.4,7.4,3,5.7,52.4,0,0,0,1.5,2.5,58.8,2.6,5.8,8.9,2.2,0.8,1,1.7,52.4,54.8
Sebastian Telfair,564,21.5,7.4,2.7,7,39,0.6,2,31.9,1.3,1.7,77.7,0.3,1.3,1.6,3.5,0.7,0.1,1.5,43.6,47.8
K.C. Jones,676,25.9,7.4,2.8,7.3,38.7,-,-,-,1.7,2.7,64.7,-,-,3.5,4.3,-,-,-,38.7,43.5
Shandon Anderson,719,22.2,7.4,2.8,6.1,45.7,0.4,1.4,31.6,1.4,1.9,73.9,0.8,2.3,3.1,1.4,0.8,0.3,1.3,49.2,53.5
Erick Dampier,987,24.3,7.4,2.8,5.7,49.8,0,0,12.5,1.8,2.8,62.6,2.8,4.3,7.1,0.8,0.3,1.4,1.5,49.8,53.6
Aaron McKie,793,24.2,7.4,2.9,6.5,43.8,0.5,1.4,35,1.2,1.5,77.9,0.6,2.7,3.3,2.7,1.2,0.2,1.3,47.5,51.4
Pat Riley,528,15.5,7.4,3.1,7.4,41.4,-,-,-,1.3,1.8,70.5,0.4,1,1.6,1.7,0.6,0.1,-,41.4,45.1
Ernie Grunfeld,693,18.6,7.4,3,6.2,47.7,0,0.1,33.7,1.4,1.8,77,0.7,1.9,2.6,2,0.7,0.2,1.2,48.1,52.5
Tyus Jones,601,20.4,7.4,2.9,6.5,44.5,0.9,2.4,36.7,0.7,0.9,81.3,0.3,1.7,2,4.3,1,0.1,0.8,51.3,53.7
Oliver Miller,493,23,7.4,3.1,5.8,53.4,0,0.1,11.6,1.1,1.7,63.9,1.9,4,5.9,2.2,0.9,1.5,1.9,53.5,55.7
Othella Harrington,709,19.6,7.4,2.9,5.6,50.5,0,0,0,1.7,2.2,73.8,1.5,2.9,4.4,0.6,0.3,0.4,1.3,50.5,55.5
Lee Winfield,403,18.3,7.3,3,6.2,47.4,-,-,-,1.4,2.1,66.8,0.6,1,2.1,2.5,0.5,0.3,-,47.4,51.2
Jared Dudley,904,22.3,7.3,2.7,5.7,46.3,1,2.5,39.3,1,1.4,73.2,0.9,2.3,3.2,1.5,0.8,0.2,0.8,54.8,57.6
Dennis Rodman,911,31.7,7.3,3,5.8,52.1,0.1,0.4,23.1,1.2,2,58.4,4.8,8.4,13.1,1.8,0.7,0.6,1.6,52.9,54.6
Ron Lee,448,21.4,7.3,2.9,7,41.6,0.1,0.3,32.1,1.5,2.1,70.5,0.9,1.8,2.7,3.8,1.9,0.3,2.1,42.3,46.6
Brevin Knight,729,24.9,7.3,2.8,6.7,41.2,0,0.2,13.4,1.8,2.2,78.9,0.4,2.1,2.4,6.1,1.7,0.1,1.9,41.4,47.6
Gorgui Dieng,628,20.1,7.3,2.8,5.6,49.6,0.3,0.9,35.5,1.5,1.9,79.1,1.7,4,5.6,1.3,0.7,0.9,1.1,52.4,57.2
Jayson Williams,475,20.6,7.3,2.9,6.5,44,0,0.1,12.5,1.6,2.6,60.6,3.3,4.2,7.5,0.6,0.4,0.6,1.1,44,47.7
Jason Caffey,462,19.6,7.3,2.8,5.7,48.1,0,0,0,1.8,2.8,63.7,1.8,2.6,4.4,0.9,0.5,0.2,1.4,48.1,52.4
Fred Roberts,818,18,7.3,2.8,5.5,50.2,0.1,0.2,32.5,1.7,2.1,79.6,1,1.8,2.8,1.2,0.5,0.3,1.2,50.8,56.6
Greg Anderson,680,20.7,7.3,3,6,49.2,0,0,8.7,1.4,2.5,55.7,2.1,4.1,6.2,0.6,0.7,0.9,1.4,49.2,51.3
Pat Garrity,552,20,7.3,2.7,6.4,41.7,1.1,2.9,39.8,0.8,1,80.6,0.6,2,2.6,0.8,0.4,0.2,0.8,50.6,53.2
Reggie Bullock Jr.,556,22.6,7.3,2.6,6.1,42.4,1.6,4.1,38.5,0.5,0.6,82.7,0.3,2.3,2.6,1.2,0.6,0.1,0.5,55.4,57
Greg Anthony,757,20.9,7.3,2.5,6.3,40.3,0.8,2.3,34.9,1.4,1.9,73.3,0.4,1.5,1.9,4,1.2,0.1,1.4,46.7,51
Michael Cage,"1,140",26.1,7.3,2.9,5.7,51.5,0,0,0,1.4,2.2,66.4,2.8,4.8,7.6,0.9,0.9,0.6,1,51.5,54.9
C.J. Watson,600,20.2,7.2,2.5,6,41.9,0.8,2.1,37.3,1.4,1.7,81.2,0.4,1.6,1.9,2.5,0.9,0.1,1.1,48.4,53.3
Bill Hanzlik,748,20.8,7.2,2.5,5.7,43.4,0.1,0.3,21.3,2.3,2.9,78.1,0.9,1.8,2.8,2.8,1,0.3,1.5,43.9,52.2
Tom Boerwinkle,635,22.7,7.2,2.9,6.5,45.3,-,-,-,1.4,2,67.5,1.8,4,9,3.2,0.4,0.5,1.2,45.3,49.1
Anderson Varejao,632,23.9,7.2,2.9,5.6,50.9,0,0.1,2.3,1.5,2.4,63,2.4,4.8,7.2,1.2,0.8,0.6,0.9,50.9,54.2
Jamaal Magloire,680,21.5,7.2,2.6,5.4,48,0,0,0,2,3.2,63.9,2.1,4.4,6.5,0.6,0.3,0.9,1.5,48,53.1
Lucious Harris,800,19.6,7.2,2.7,6.4,42.6,0.5,1.4,34.8,1.2,1.6,79,0.7,1.6,2.3,1.4,0.7,0.1,0.7,46.5,50.7
Luc Longley,567,21.2,7.2,3,6.4,46.2,0,0,0,1.3,1.7,76,1.5,3.4,4.9,1.5,0.5,1,1.7,46.2,50.3
Jim King,607,18.4,7.2,2.8,6.7,41.8,-,-,-,1.6,2.1,78.2,-,-,2.5,2.3,-,-,-,41.8,47.4
Devin Brown,465,19.4,7.2,2.5,6.3,40.1,0.6,1.9,33.8,1.5,2,77.6,0.7,2,2.8,1.5,0.6,0.1,1.1,45.2,50.4
John Paxson,772,22.4,7.2,3.1,6.2,49.9,0.4,1,35.5,0.6,0.8,80.4,0.2,1,1.2,3.6,0.7,0.1,0.8,52.8,54.8
Iman Shumpert,461,24.9,7.2,2.7,6.8,39.1,1.1,3.1,33.7,0.8,1.1,76.4,0.7,2.6,3.3,1.8,1.1,0.3,1.1,46.9,49.6
DeShawn Stevenson,824,22.3,7.2,2.7,6.7,40.6,0.7,2,34,1.1,1.6,69.8,0.5,1.7,2.2,1.6,0.5,0.2,1,45.6,48.7
Darrall Imhoff,801,22.3,7.2,2.9,6.3,45.8,-,-,-,1.4,2.4,59.4,-,-,7.6,1.8,-,-,-,45.8,49
Bob Harrison,615,26.9,7.2,2.9,8.2,35.2,-,-,-,1.4,2,69.3,-,-,2.5,2.7,-,-,-,35.2,39.4
Theo Ratliff,810,25.3,7.2,2.7,5.5,49.6,0,0,0,1.7,2.4,71,1.9,3.8,5.7,0.6,0.5,2.4,1.2,49.6,54.6
George Senesky,482,27.3,7.2,2.7,8.5,31.3,-,-,-,1.9,2.6,70.2,-,-,3.5,3.2,-,-,-,31.3,37.2
Dave Piontek,413,18.5,7.2,2.9,7.4,39.1,-,-,-,1.4,2.1,65.2,-,-,4.3,1.2,-,-,-,39.1,43
Nerlens Noel,467,22,7.1,2.9,5.4,54.6,0,0,20,1.3,1.9,65.5,1.9,4.1,6.1,1.1,1.3,1.5,1.3,54.7,57.3
Marvin Webster,579,22.4,7.1,2.7,5.6,48.9,0,0,33.3,1.7,2.8,61.7,2.5,4.5,7,1.2,0.4,1.4,1.7,48.9,52.7
Marko Jaric,447,25.2,7.1,2.7,6.6,40.4,0.6,1.9,34.4,1.2,1.6,73,0.6,2.1,2.7,3.6,1.3,0.3,1.6,45.3,49
Dwight Powell,650,18.5,7.1,2.6,4.4,60.2,0.2,0.6,29.3,1.7,2.2,73.9,1.6,2.8,4.4,1,0.6,0.4,0.7,62.4,66.3
Ish Smith,805,19.2,7.1,3,7.1,42.9,0.4,1.2,32.5,0.6,0.9,67.6,0.3,2,2.4,3.8,0.7,0.2,1.2,45.6,47.3
Cliff Levingston,830,20.4,7.1,2.8,5.5,51.6,0,0,15.2,1.5,2.2,67.6,2.1,3.1,5.2,0.9,0.6,0.7,1,51.6,55.4
Vincent Askew,467,20.1,7.1,2.6,5.4,47.9,0.2,0.5,30,1.7,2.3,75.4,0.9,1.7,2.5,2.2,0.7,0.2,1.1,49.4,55.1
Jumaine Jones,471,20.8,7.1,2.7,6.5,42.4,0.9,2.6,34.9,0.7,0.9,70.4,1.2,3,4.2,0.9,0.7,0.3,0.8,49.4,51.2
Alex Len,644,17.7,7,2.7,5.3,51,0.2,0.5,32.4,1.4,2.1,68.1,1.8,3.7,5.5,0.9,0.4,0.9,1.1,52.6,56.3
Wally Walker,565,18,7,3,6.5,46.7,0,0,20,0.9,1.4,64.3,1.1,2,3.1,1.5,0.4,0.2,1.2,46.7,49.1
David Benoit,492,18.9,7,2.7,6.2,43.8,0.4,1.3,31.9,1.2,1.5,79.5,1.2,2.9,4,0.6,0.4,0.5,0.9,47.2,51.3
Danny Ferry,917,19.8,7,2.7,6.1,44.6,0.7,1.9,39.3,0.8,1,84,0.7,2.1,2.8,1.3,0.4,0.3,0.9,50.6,53.6
Georges Niang,465,16.8,7,2.5,5.7,44.1,1.5,3.9,39.7,0.4,0.5,86.6,0.3,2.1,2.3,0.9,0.3,0.1,0.6,57.6,59.2
Amir Johnson,870,21.1,7,2.9,5.2,57,0.1,0.4,33.2,1,1.5,67.3,2,3.4,5.4,1.2,0.6,1,1.1,58.2,60.2
John Salley,748,22.1,7,2.5,4.9,50.6,0,0,21.4,2,2.8,71.4,1.6,2.8,4.5,1.2,0.6,1.3,1.3,50.6,56.7
Kenny Walker,448,20.2,7,2.8,5.7,48.5,0,0.1,20.6,1.4,1.9,74.9,1.7,2.3,4,0.7,0.5,0.7,0.8,48.6,53.3
Robert Horry,"1,107",24.5,7,2.5,6,42.5,0.7,2.1,34.1,1.2,1.6,72.6,1.5,3.3,4.8,2.1,1,0.9,1.2,48.4,52
Clint Richardson,586,20.2,7,3,6.4,46.3,0,0.1,24.4,1,1.3,77,0.9,1.4,2.4,2.5,0.6,0.2,1.3,46.5,49.8
Popeye Jones,535,23.5,7,2.9,6.6,44.7,0,0.2,28.1,1,1.4,75.1,3,4.4,7.4,1.3,0.6,0.3,1.1,45,48.4
Mike Bratz,586,18.1,7,2.7,6.6,40.7,0.3,0.8,30.5,1.3,1.6,83,0.5,1.2,1.8,3.2,0.9,0.1,1.5,42.6,47.6
Keyon Dooling,728,19.4,7,2.5,6,41.6,0.6,1.8,34.9,1.4,1.7,79.9,0.2,1.1,1.3,2.2,0.6,0.1,1.1,46.7,51.6
Wesley Johnson,609,22.1,7,2.7,6.6,40.4,1,3,33.7,0.6,0.8,74.1,0.6,2.6,3.2,1.1,0.8,0.7,0.9,48.1,49.9
Brandan Wright,428,16.2,7,3,4.9,60.7,0,0,0,1,1.5,67.4,1.4,2.3,3.6,0.5,0.5,1,0.5,60.7,62.6
Delon Wright,508,20.8,7,2.5,5.6,45.1,0.7,1.9,35.4,1.2,1.5,80.6,0.8,2.3,3.1,3.1,1.2,0.3,0.9,51.1,55.3
Rick Mahorn,"1,117",23.1,6.9,2.8,5.6,49.3,0,0,13.2,1.4,2,70.4,1.6,4.6,6.2,1,0.6,0.9,1.3,49.3,53.4
Brian Shaw,943,23,6.9,2.7,6.8,40.3,0.5,1.5,30.4,1,1.3,78.2,0.8,2.6,3.4,4.2,0.8,0.3,1.8,43.7,47.1
Tyler Zeller,414,17.5,6.9,2.8,5.5,50.8,0,0.1,28.6,1.3,1.7,76.4,1.5,2.9,4.4,0.9,0.3,0.6,0.8,51.1,55.3
Cory Joseph,816,21.7,6.9,2.7,6,44.1,0.6,1.7,34.9,1,1.3,78.6,0.5,2,2.5,3,0.7,0.2,1,49.1,52.6
Jerry Sichting,598,21.3,6.9,3,5.9,50.7,0.1,0.3,27.1,0.9,1,85.7,0.3,1,1.4,3.3,0.7,0,1.1,51.3,54.6
Don Buse,648,26.3,6.9,2.8,6.4,44.2,0.3,0.8,33.3,1,1.3,78,0.6,1.8,2.3,4.5,1.8,0.1,1.1,46.2,49.7
Kyle Anderson,653,21.9,6.9,2.7,5.7,47.9,0.4,1.2,33.8,1.1,1.5,71.4,0.8,3.6,4.4,2.8,1,0.6,1,51.5,54.6
Jim Petersen,491,20,6.9,2.8,5.7,48.6,0,0.1,7.1,1.3,1.8,72.5,1.6,3.2,4.8,1,0.4,0.7,1.3,48.6,52.8
Trevor Booker,532,20.4,6.9,2.9,5.6,51.5,0.1,0.5,30.5,1,1.5,63.6,1.9,3.6,5.5,1.1,0.7,0.5,1,52.8,54.8
Darius Songaila,495,18.6,6.9,2.9,5.9,49.9,0,0,15.8,1,1.2,84.4,1.1,2.3,3.4,1.2,0.7,0.2,1,49.9,53.8
Bob Hansen,575,19.3,6.9,2.9,6.1,46.8,0.3,0.9,32.3,0.9,1.3,66.2,0.7,1.5,2.2,1.6,0.6,0.1,1,49.1,51.4
Armond Hill,468,25.2,6.9,2.5,6,40.8,0,0,7.7,2,2.4,82.9,0.5,1.5,2,4.7,1.2,0.1,2.2,40.8,48.7
Maurice Harkless,621,22.6,6.9,2.7,5.7,47.4,0.6,1.9,32,0.8,1.3,62.4,1.1,2.5,3.5,0.9,0.9,0.6,0.8,52.8,54.4
Darrick Martin,514,17.8,6.9,2.3,6,38.2,0.7,2,34,1.6,1.9,84.3,0.2,0.9,1.1,2.9,0.7,0,1.2,43.8,50
